Id,Televisacion,Ipid,Ifid,EtiquetaCalificacionPrincipal,ValorCalificacionPrincipal,GradoCalificacionPrincipal,Fecha,Cuenca,Direccion,Ciudad
6052495-1-ITTV3428-1,ITTV3428-1,6052495,502342,EPM_Suma_Ponderada_Media_del_Tramo,"306,72",5,2012-04-16 00:00:00,Tubería sin nombre homologado,Cr50 Entre Cl33 y Cl27B,Bello
9224036-1-ITTV3428-1,ITTV3428-1,9224036,9224036,EPM_Suma_Ponderada_Media_del_Tramo,"55,95",5,2012-04-16 00:00:00,Tubería sin nombre homologado,Cr50 Entre Cl33 y Cl31,Bello
9224637-1-ITTV3428-1,ITTV3428-1,9224637,9224637,EPM_Suma_Ponderada_Media_del_Tramo,"75,16",5,2012-04-16 00:00:00,Tubería sin nombre homologado,Cr50 Entre Cl33 y Cl31,Bello
9256977-1-ITTV3428-1,ITTV3428-1,9256977,9256977,EPM_Suma_Ponderada_Media_del_Tramo,"4,96",3,2012-04-16 00:00:00,Tubería sin nombre homologado,Cr50 x Cl33,Bello
6152198-1-ITTV3423-1,ITTV3423-1,6152198,351554,EPM_Suma_Ponderada_Media_del_Tramo,"663,17",5,2012-04-17 00:00:00,LA BERMEJALA,Cr75 x Diag 74B,Medellín
6155576-1-ITTV3423-2,ITTV3423-2,6155576,353416,EPM_Suma_Ponderada_Media_del_Tramo,"1591,32",5,2012-04-17 00:00:00,LA BERMEJALA,Cr89A  x  Cl31 y 31B,Medellín
6155605-1-ITTV3423-2,ITTV3423-2,6155605,353477,EPM_Suma_Ponderada_Media_del_Tramo,"212,64",5,2012-04-17 00:00:00,LA BERMEJALA,Cr89A  x  Cl31 y 31B,Medellín
8704348-1-EPMTV1195,EPMTV1195,8704348,316325,EPM_Suma_Ponderada_Media_del_Tramo,"0,31",1,2012-04-17 00:00:00,Tubería sin nombre homologado,CR 38 X CL 29,Medellín
8704349-1-EPMTV1195,EPMTV1195,8704349,316323,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-17 00:00:00,Tubería sin nombre homologado,CR38 X CL 29,Medellín
8704352-1-EPMTV1195,EPMTV1195,8704352,341875,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-17 00:00:00,Tubería sin nombre homologado, CR 38  X CL 29,Medellín
8704353-1-EPMTV1195,EPMTV1195,8704353,341876,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-17 00:00:00,Tubería sin nombre homologado,CR 38 X CL 29,Medellín
8704355-1-EPMTV1195,EPMTV1195,8704355,341869,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-17 00:00:00,Tubería sin nombre homologado,CR 38 X CL 29,Medellín
8704356-1-EPMTV1195,EPMTV1195,8704356,341870,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-17 00:00:00,Tubería sin nombre homologado,CR 38 X CL 29,Medellín
8704357-1-EPMTV1195,EPMTV1195,8704357,316259,EPM_Suma_Ponderada_Media_del_Tramo,"31,48",4,2012-04-17 00:00:00,Tubería sin nombre homologado,CR 38 X CL 29,Medellín
8704358-1-EPMTV1195,EPMTV1195,8704358,341757,EPM_Suma_Ponderada_Media_del_Tramo,"1,34",2,2012-04-17 00:00:00,Tubería sin nombre homologado,CR 38 X CL 29,Medellín
8704359-1-EPMTV1195,EPMTV1195,8704359,341758,EPM_Suma_Ponderada_Media_del_Tramo,"54,59",5,2012-04-17 00:00:00,Tubería sin nombre homologado,CR 38  X CL 29,Medellín
8704576-1-EPMTV1195,EPMTV1195,8704576,316322,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-17 00:00:00,Tubería sin nombre homologado,Cr 38 x Cl 29 Via las Palmas,Medellín
6133164-1-EPMTV1196,EPMTV1196,6133164,284384,EPM_Suma_Ponderada_Media_del_Tramo,"527,17",5,2012-04-18 00:00:00,LA VOLCANA,CR 43 B X CL 7 SUR,Medellin
6133239-1-EPMTV1196,EPMTV1196,6133239,284392,EPM_Suma_Ponderada_Media_del_Tramo,"12,65",4,2012-04-18 00:00:00,LA VOLCANA,CR 43 B X CL 7 SUR,Medellín
9133382-1-EPMTV1196,EPMTV1196,9133382,9133382,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-18 00:00:00,LA VOLCANA,CR 43 B X CL 7 SUR,Medellin
9164515-1-EPMTV1196,EPMTV1196,9164515,9164515,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-18 00:00:00,LA VOLCANA,CR 43 B X CL 7 SUR,Medellín
9220866-1-ITTV3431,ITTV3431,9220866,9220866,EPM_Suma_Ponderada_Media_del_Tramo,"6,05",3,2012-04-18 00:00:00,LA PRESIDENTA,Cl7 x No83-164,Medellín
9220868-1-ITTV3431,ITTV3431,9220868,9220868,EPM_Suma_Ponderada_Media_del_Tramo,"305,51",5,2012-04-18 00:00:00,LA PRESIDENTA,Cl7 x No83-164,Medellín
9220870-1-ITTV3431,ITTV3431,9220870,9220870,EPM_Suma_Ponderada_Media_del_Tramo,"9,13",3,2012-04-18 00:00:00,LA PRESIDENTA,Cl7 x No83-164,Medellín
9220871-1-ITTV3431,ITTV3431,9220871,9220871,EPM_Suma_Ponderada_Media_del_Tramo,"5,73",3,2012-04-18 00:00:00,LA PRESIDENTA,Cl7 x No83-164,Medellín
9220872-1-ITTV3431,ITTV3431,9220872,9220872,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-18 00:00:00,LA PRESIDENTA,Cl7 x N83-164,Medellín
9220873-1-ITTV3431,ITTV3431,9220873,9220873,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-18 00:00:00,LA PRESIDENTA,Cl7 x No83-164,Medellín
9220894-1-ITTV3431,ITTV3431,9220894,9220894,EPM_Suma_Ponderada_Media_del_Tramo,"104,23",5,2012-04-18 00:00:00,LA PRESIDENTA,Cl7 x No83-164,Medellín
9220895-1-ITTV3431,ITTV3431,9220895,9220895,EPM_Suma_Ponderada_Media_del_Tramo,"1,96",2,2012-04-18 00:00:00,LA PRESIDENTA,Cl7 x No83-164,Medellín
9220896-1-ITTV3431,ITTV3431,9220896,9220896,EPM_Suma_Ponderada_Media_del_Tramo,"16,7",4,2012-04-18 00:00:00,LA PRESIDENTA,Cl7 x No83-164,Medellín
9225471-1-EPMTV1197,EPMTV1197,9225471,9225471,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-18 00:00:00,EL MOLINO,CL 72 A X CR 48 A,Medellín
9225472-1-EPMTV1197,EPMTV1197,9225472,9225472,EPM_Suma_Ponderada_Media_del_Tramo,"0,05",1,2012-04-18 00:00:00,EL MOLINO,CL 72 A X CR 49,Medellín
9225475-1-EPMTV1197,EPMTV1197,9225475,9225475,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-18 00:00:00,EL MOLINO,CR 48 A X CL 72 A,Medellín
9225476-1-EPMTV1197,EPMTV1197,9225476,9225476,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-18 00:00:00,EL MOLINO,CL 73  X  X CR 48 A,Medellín
9260088-1-EPMTV1197,EPMTV1197,9260088,9260088,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-18 00:00:00,EL MOLINO,CR 48 A X CL 73,Medellín
6039372-1-ITTV3416-2,ITTV3416-2,6039372,510611,EPM_Suma_Ponderada_Media_del_Tramo,"132,1",5,2012-04-19 00:00:00,Tubería sin nombre homologado,Cl44 Entre Cr46 y Cr50,Bello
6045127-1-ITTV3428-3,ITTV3428-3,6045127,507778,EPM_Suma_Ponderada_Media_del_Tramo,"124,55",5,2012-04-19 00:00:00,Tubería sin nombre homologado,Cr50 Entre Cl33 y Cl27B,Bello
9141484-1-EPMTV1198,EPMTV1198,9141484,9141484,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-19 00:00:00,Tubería sin nombre homologado,Cr 75B x Cl 89A y 91,Medellín
9204347-1-EPMTV1198,EPMTV1198,9204347,9204347,EPM_Suma_Ponderada_Media_del_Tramo,"41,38",5,2012-04-19 00:00:00,Tubería sin nombre homologado,Cr 75B x Cl 89A y 91,Medellín
9237732-1-EPMTV1199,EPMTV1199,9237732,9237732,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-19 00:00:00,SANTA ELENA,CL 41 X CR 33 AA,Medellin
9237734-1-EPMTV1199,EPMTV1199,9237734,9237734,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-19 00:00:00,SANTA ELENA,CL 41 X CR 33AA,Medellin
9237736-1-EPMTV1199,EPMTV1199,9237736,9237736,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-19 00:00:00,Tubería sin nombre homologado,CL 41 X CR 33 B,Medellín
9257012-1-ITTV3428-3,ITTV3428-3,9257012,9257012,EPM_Suma_Ponderada_Media_del_Tramo,"52,29",5,2012-04-19 00:00:00,Tubería sin nombre homologado,Cr50 Entre Cl33 y Cl27B,Bello
6047746-1-ITTV3428-4,ITTV3428-4,6047746,502792,EPM_Suma_Ponderada_Media_del_Tramo,"86,08",5,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr50 x Cl29A,Bello
6047748-1-ITTV3428-4,ITTV3428-4,6047748,502793,EPM_Suma_Ponderada_Media_del_Tramo,"640,97",5,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr50 Entre Cl29A y No27B-163,Bello
6047984-1-ITTV3428-4,ITTV3428-4,6047984,502836,EPM_Suma_Ponderada_Media_del_Tramo,"75,33",5,2012-04-20 00:00:00,Tubería sin nombre homologado,Cl31 x Cr50,Bello
8003858-1-ITTV3428-4,ITTV3428-4,8003858,503196,EPM_Suma_Ponderada_Media_del_Tramo,"2163,33",5,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr50 Entre Cl31 y Cl29A,Bello
8003860-1-ITTV3428-4,ITTV3428-4,8003860,503197,EPM_Suma_Ponderada_Media_del_Tramo,"946,02",5,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr50 Entre Cl29A y Cl31,Bello
8049986-1-ITTV3432,ITTV3432,8049986,266414,EPM_Suma_Ponderada_Media_del_Tramo,"305,26",5,2012-04-20 00:00:00,Tubería sin nombre homologado,Cl8 x Cr15A,Medellín
8535975-1-ITTV3428-4,ITTV3428-4,8535975,503220,EPM_Suma_Ponderada_Media_del_Tramo,"897,82",5,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr50 Entre Cl29A y Cl27B,Bello
8535976-1-ITTV3428-4,ITTV3428-4,8535976,503221,EPM_Suma_Ponderada_Media_del_Tramo,"1067,89",5,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr50 Entre 33 y Cl27B,Bello
8564661-1-ITTV3428-4,ITTV3428-4,8564661,502351,EPM_Suma_Ponderada_Media_del_Tramo,25,4,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr50 x Cl27B,Bello
9116477-1-ITTV3434,ITTV3434,9116477,9116477,EPM_Suma_Ponderada_Media_del_Tramo,"66,4",5,2012-04-20 00:00:00,EL MOLINO,Cr44 x Cl71A,Medellín
9116493-1-ITTV3434,ITTV3434,9116493,9116493,EPM_Suma_Ponderada_Media_del_Tramo,"1,69",2,2012-04-20 00:00:00,EL MOLINO,Cl71A X Cr44,Medellín
9116498-1-ITTV3434,ITTV3434,9116498,9116498,EPM_Suma_Ponderada_Media_del_Tramo,"42,36",5,2012-04-20 00:00:00,EL MOLINO,Cl71A X Cr44,Medellín
9116521-1-ITTV3434,ITTV3434,9116521,9116521,EPM_Suma_Ponderada_Media_del_Tramo,"14,73",4,2012-04-20 00:00:00,EL MOLINO,Cl71A X Cr44,Medellín
9116602-1-ITTV3434,ITTV3434,9116602,9116602,EPM_Suma_Ponderada_Media_del_Tramo,"48,63",5,2012-04-20 00:00:00,EL MOLINO,Cl71A X Cr44,Medellín
9116603-1-ITTV3434,ITTV3434,9116603,9116603,EPM_Suma_Ponderada_Media_del_Tramo,"17,35",4,2012-04-20 00:00:00,EL MOLINO,Cl71A X Cr44,Medellín
9116613-1-ITTV3434,ITTV3434,9116613,9116613,EPM_Suma_Ponderada_Media_del_Tramo,"5,61",3,2012-04-20 00:00:00,EL MOLINO,Cl71A X Cr44,Medellín
9116615-1-ITTV3434,ITTV3434,9116615,9116615,EPM_Suma_Ponderada_Media_del_Tramo,"0,4",1,2012-04-20 00:00:00,EL MOLINO,Cl71A X Cr44,Medellín
9116616-1-ITTV3434,ITTV3434,9116616,9116616,EPM_Suma_Ponderada_Media_del_Tramo,"1,25",2,2012-04-20 00:00:00,EL MOLINO,Cr44 x Cl71A,Medellín
9116622-1-ITTV3434,ITTV3434,9116622,9116622,EPM_Suma_Ponderada_Media_del_Tramo,"12,23",4,2012-04-20 00:00:00,EL MOLINO,Cr44 x Cl71,Medellín
9194205-1-ITTV3434,ITTV3434,9194205,9194205,EPM_Suma_Ponderada_Media_del_Tramo,"3,9",3,2012-04-20 00:00:00,EL MOLINO,Cl71A X Cr44,Medellín
9194206-1-ITTV3434,ITTV3434,9194206,9194206,EPM_Suma_Ponderada_Media_del_Tramo,"22,12",4,2012-04-20 00:00:00,EL MOLINO,Cl71A xx Cr44,Medellín
9194207-1-ITTV3434,ITTV3434,9194207,9194207,EPM_Suma_Ponderada_Media_del_Tramo,"4,55",3,2012-04-20 00:00:00,EL MOLINO,Cl71A X Cr44,Medellín
9226593-1-EPMTV1200,EPMTV1200,9226593,-1,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-20 00:00:00,Tubería sin nombre homologado,CL 44 B X CR 10 B,Medellín
9226596-1-EPMTV1200,EPMTV1200,9226596,-1,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-20 00:00:00,Tubería sin nombre homologado,CL 44 B X CR 10 B,Medellín
9226597-1-EPMTV1200,EPMTV1200,9226597,9226597,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-20 00:00:00,Tubería sin nombre homologado,CL 44 B X CR 10 B,Medellín
9226598-1-EPMTV1200,EPMTV1200,9226598,9226598,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-20 00:00:00,Tubería sin nombre homologado,CL 44 B X CR 10 B,Medellín
9226600-1-EPMTV1200,EPMTV1200,9226600,9226600,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-20 00:00:00,Tubería sin nombre homologado,CL 44 B X CR 10 B,Medellín
9226602-1-EPMTV1200,EPMTV1200,9226602,9226602,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-20 00:00:00,Tubería sin nombre homologado,CL 44 B X CR 10 B,Medellín
9226603-1-EPMTV1200,EPMTV1200,9226603,9226603,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-20 00:00:00,Tubería sin nombre homologado,CL 44 B X CR 10 B,Medellín
9227157-1-EPMTV1200,EPMTV1200,9227157,-1,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-20 00:00:00,Tubería sin nombre homologado,CR 44 B X CL 10 B,Medellín
9231477-1-ITTV3434,ITTV3434,9231477,9231477,EPM_Suma_Ponderada_Media_del_Tramo,"4,84",3,2012-04-20 00:00:00,EL MOLINO,Cl71A X Cr44,Medellín
9242520-1-ITTV3430-3,ITTV3430-3,9242520,9242520,EPM_Suma_Ponderada_Media_del_Tramo,"4,84",3,2012-04-20 00:00:00,Tubería sin nombre homologado,Cl108 x No47-57 int601,Medellín
9242521-1-ITTV3430-3,ITTV3430-3,9242521,9242521,EPM_Suma_Ponderada_Media_del_Tramo,"4,11",3,2012-04-20 00:00:00,Tubería sin nombre homologado,Cl108 x No47-57 int601,Medellín
9242522-1-ITTV3430-3,ITTV3430-3,9242522,9242522,EPM_Suma_Ponderada_Media_del_Tramo,"65,65",5,2012-04-20 00:00:00,Tubería sin nombre homologado,Cl108 x No47-57 int601,Medellín
9242523-1-ITTV3430-3,ITTV3430-3,9242523,9242523,EPM_Suma_Ponderada_Media_del_Tramo,"1,21",2,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr48A x No107C-27 int118,Medellín
9242524-1-ITTV3430-3,ITTV3430-3,9242524,9242524,EPM_Suma_Ponderada_Media_del_Tramo,"20,38",4,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr48A x No107C-27 int118,Medellín
9242525-1-ITTV3430-3,ITTV3430-3,9242525,9242525,EPM_Suma_Ponderada_Media_del_Tramo,"7,19",3,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr48A x No107C-27 int118,Medellín
9242526-1-ITTV3430-3,ITTV3430-3,9242526,9242526,EPM_Suma_Ponderada_Media_del_Tramo,"4,17",3,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr48A x No107C-27 int118,Medellín
9242527-1-ITTV3430-3,ITTV3430-3,9242527,9242527,EPM_Suma_Ponderada_Media_del_Tramo,"0,34",1,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr48A x No107C-27 int118,Medellín
9242528-1-ITTV3430-3,ITTV3430-3,9242528,9242528,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr48A x No107C-27 int118,Medellín
9242529-1-ITTV3430-3,ITTV3430-3,9242529,9242529,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr48A x No107C-27 int118,Medellín
9242533-1-ITTV3430-3,ITTV3430-3,9242533,9242533,EPM_Suma_Ponderada_Media_del_Tramo,"6,32",3,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr47 x No107C-88,Medellín
9242534-1-ITTV3430-3,ITTV3430-3,9242534,9242534,EPM_Suma_Ponderada_Media_del_Tramo,"161,53",5,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr47 x No107C-88,Medellín
9242535-1-ITTV3430-3,ITTV3430-3,9242535,9242535,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr47 x No107C-88,Medellín
9242536-1-ITTV3430-3,ITTV3430-3,9242536,9242536,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-20 00:00:00,Tubería sin nombre homologado,Cr47 x No107C-88,Medellín
9263458-1-ITTV3434,ITTV3434,9263458,9263458,EPM_Suma_Ponderada_Media_del_Tramo,"77,77",5,2012-04-20 00:00:00,EL MOLINO,Cl71A x Cr44,Medellín
9302314-1-ITTV3433,ITTV3433,9302314,9302314,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-20 00:00:00,LA GUAYABALA,Cr81 x No3-27,Medellín
9302315-1-ITTV3433,ITTV3433,9302315,9302315,EPM_Suma_Ponderada_Media_del_Tramo,"1,14",2,2012-04-20 00:00:00,LA GUAYABALA,Cr81 x No 3-27,Medellín
9302316-1-ITTV3433,ITTV3433,9302316,9302316,EPM_Suma_Ponderada_Media_del_Tramo,"3,27",2,2012-04-20 00:00:00,LA GUAYABALA,Cr81 x No3-27,Medellín
9242530-1-ITTV3430-4,ITTV3430-4,9242530,9242530,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-22 00:00:00,Tubería sin nombre homologado,Cr48A x No107C-37,Medellín
9242539-1-ITTV3430-4,ITTV3430-4,9242539,9242539,EPM_Suma_Ponderada_Media_del_Tramo,"2,3",2,2012-04-22 00:00:00,Tubería sin nombre homologado,Cr48A x No107C-37,Medellín
9242540-1-ITTV3430-4,ITTV3430-4,9242540,9242540,EPM_Suma_Ponderada_Media_del_Tramo,3,2,2012-04-22 00:00:00,Tubería sin nombre homologado,Cr48A x No107C-37,Medellín
9242587-1-ITTV3430-4,ITTV3430-4,9242587,9242587,EPM_Suma_Ponderada_Media_del_Tramo,"9,01",3,2012-04-22 00:00:00,Tubería sin nombre homologado,Cl108 x No48A-17,Medellín
9242588-1-ITTV3430-4,ITTV3430-4,9242588,9242588,EPM_Suma_Ponderada_Media_del_Tramo,"11,78",3,2012-04-22 00:00:00,Tubería sin nombre homologado,Cl108 x No48A-17,Medellín
9242589-1-ITTV3430-4,ITTV3430-4,9242589,9242589,EPM_Suma_Ponderada_Media_del_Tramo,"13,64",4,2012-04-22 00:00:00,Tubería sin nombre homologado,Cl108 x No48A-17,Medellín
9242590-1-ITTV3430-4,ITTV3430-4,9242590,9242590,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-22 00:00:00,Tubería sin nombre homologado,Cl108 x No48A-17,Medellín
9242615-1-ITTV3430-4,ITTV3430-4,9242615,9242615,EPM_Suma_Ponderada_Media_del_Tramo,8,3,2012-04-22 00:00:00,Tubería sin nombre homologado,Cr48A x No107C-43 int118,Medellín
6034445-1-ITTV3436,ITTV3436,6034445,510574,EPM_Suma_Ponderada_Media_del_Tramo,"2740,97",5,2012-04-23 00:00:00,Tubería sin nombre homologado,Cl49A Entre DG50A y Cr44,Bello
6225239-1-EPMTV1202,EPMTV1202,6225239,376655,EPM_Suma_Ponderada_Media_del_Tramo,"169,21",5,2012-04-23 00:00:00,LA HUESO,CL 36 CR 91 A,Medellín
9115324-1-ITTV3438,ITTV3438,9115324,9115324,EPM_Suma_Ponderada_Media_del_Tramo,"58,29",5,2012-04-23 00:00:00,EL MOLINO,Cl71A x No44-22 a Cr45,Medellín
9115330-1-ITTV3438,ITTV3438,9115330,9115330,EPM_Suma_Ponderada_Media_del_Tramo,"29,67",4,2012-04-23 00:00:00,EL MOLINO,Cl71A x No44-22 a Cr45,Medellín
9115333-1-ITTV3438,ITTV3438,9115333,9115333,EPM_Suma_Ponderada_Media_del_Tramo,"29,45",4,2012-04-23 00:00:00,EL MOLINO,Cl71A x No44-22 a Cr45,Medellín
9115334-1-ITTV3438,ITTV3438,9115334,9115334,EPM_Suma_Ponderada_Media_del_Tramo,"24,64",4,2012-04-23 00:00:00,EL MOLINO,Cl71A x No44-22 a Cr45,Medellín
9115337-1-ITTV3438,ITTV3438,9115337,9115337,EPM_Suma_Ponderada_Media_del_Tramo,"3,44",2,2012-04-23 00:00:00,EL MOLINO,Cl71A x No44-22 a Cr45,Medellín
9115338-1-ITTV3438,ITTV3438,9115338,9115338,EPM_Suma_Ponderada_Media_del_Tramo,326,5,2012-04-23 00:00:00,EL MOLINO,Cl71A x No44-18 a Cr45,Medellín
9115339-1-ITTV3438,ITTV3438,9115339,9115339,EPM_Suma_Ponderada_Media_del_Tramo,"40,84",4,2012-04-23 00:00:00,EL MOLINO,Cl71A x No44-56 a Cr45,Medellín
9115341-1-ITTV3438,ITTV3438,9115341,9115341,EPM_Suma_Ponderada_Media_del_Tramo,"96,84",5,2012-04-23 00:00:00,EL MOLINO,Cl71A x No44-56 a Cr45,Medellín
9115344-1-ITTV3438,ITTV3438,9115344,9115344,EPM_Suma_Ponderada_Media_del_Tramo,"114,62",5,2012-04-23 00:00:00,EL MOLINO,Cl71A x No44-56 a Cr45,Medellín
9115345-1-ITTV3438,ITTV3438,9115345,9115345,EPM_Suma_Ponderada_Media_del_Tramo,"112,51",5,2012-04-23 00:00:00,EL MOLINO,Cl71A x No44-76 a Cr45,Medellín
9115346-1-ITTV3438,ITTV3438,9115346,9115346,EPM_Suma_Ponderada_Media_del_Tramo,"13,97",4,2012-04-23 00:00:00,EL MOLINO,Cl71A x No44-76 a Cr45,Medellín
9115348-1-ITTV3438,ITTV3438,9115348,9115348,EPM_Suma_Ponderada_Media_del_Tramo,"17,13",4,2012-04-23 00:00:00,EL MOLINO,Cl71A x No44-76 a Cr45,Medellín
9225490-1-EPMTV1201,EPMTV1201,9225490,9225490,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CL 39 CR 43 A,Medellín
9225491-1-EPMTV1201,EPMTV1201,9225491,9225491,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CL 39 X CR 43 A,Medellín
9225492-1-EPMTV1201,EPMTV1201,9225492,9225492,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CL 39 X CR 43 A,Medellín
9225493-1-EPMTV1201,EPMTV1201,9225493,9225493,EPM_Suma_Ponderada_Media_del_Tramo,"7,57",3,2012-04-23 00:00:00,Tubería sin nombre homologado,CL 39 X CR 43 C,Medellín
9225494-1-EPMTV1201,EPMTV1201,9225494,9225494,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CL 39 CR CR 43 C,Medellín
9225535-1-EPMTV1201,EPMTV1201,9225535,9225535,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado, CL 39 C  X CR 43 C,Medellín
9225538-1-EPMTV1201,EPMTV1201,9225538,9225538,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CL 39 C  X CR 43 C,Medellín
9225539-1-EPMTV1201,EPMTV1201,9225539,9225539,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CL 39 C X CR 43 C,Medellín
9225540-1-EPMTV1201,EPMTV1201,9225540,9225540,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CR 43 C X CL 39 C,Medellín
9225555-1-EPMTV1201,EPMTV1201,9225555,9225555,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CR 43 C X CL 39 C,Medellín
9225557-1-EPMTV1201,EPMTV1201,9225557,9225557,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CL 39 A X CR 43 C,Medellín
9225564-1-EPMTV1201,EPMTV1201,9225564,9225564,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CR 43 C  X CL39 C,Medellín
9260857-1-EPMTV1201,EPMTV1201,9260857,9260857,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CL 39 X CR 43 A,Medellín
9260873-1-EPMTV1201,EPMTV1201,9260873,9260873,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CL 39 A X CR 43 C,Medellín
9260880-1-EPMTV1201,EPMTV1201,9260880,9260880,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CL 39A X CR 43 C,Medellín
9260884-1-EPMTV1201,EPMTV1201,9260884,9260884,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CL 39 X CR 43 C,Medellín
9261041-1-EPMTV1201,EPMTV1201,9261041,9261041,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2012-04-23 00:00:00,Tubería sin nombre homologado,CR 43 C X CL 39 C,Medellín
9302175-1-ITTV3435,ITTV3435,9302175,9302175,EPM_Suma_Ponderada_Media_del_Tramo,"14,18",4,2012-04-23 00:00:00,LA ESTRELLA,Cl79C Sur x Cr55C,La Estrella
9302180-1-ITTV3435,ITTV3435,9302180,9302180,EPM_Suma_Ponderada_Media_del_Tramo,"0,43",1,2012-04-23 00:00:00,LA ESTRELLA,Cr55C x Cl79C Sur,La Estrella
9302183-1-ITTV3435,ITTV3435,9302183,9302183,EPM_Suma_Ponderada_Media_del_Tramo,22,4,2012-04-23 00:00:00,LA ESTRELLA,Cl79C Sur x Cr55C,La Estrella
9302186-1-ITTV3435,ITTV3435,9302186,9302186,EPM_Suma_Ponderada_Media_del_Tramo,"7,71",3,2012-04-23 00:00:00,LA ESTRELLA,Cl79C Sur x Cr55C,La Estrella
