Id,Televisacion,Ipid,Ifid,EtiquetaCalificacionPrincipal,ValorCalificacionPrincipal,GradoCalificacionPrincipal,Fecha,Cuenca,Direccion,Ciudad
6351021-1-ITTV5144-1,ITTV5144-1,6351021,493591,EPM_Suma_Ponderada_Media_del_Tramo,"3,67",2,2009-01-01 00:00:00,LA MADERA,Cr 64AA x Cl 118,Medellin
6351048-1-ITTV5144-1,ITTV5144-1,6351048,493997,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2009-01-01 00:00:00,LA MADERA,Cr 64AA x Cl 118,Medellin
6351098-1-ITTV5144-1,ITTV5144-1,6351098,493993,EPM_Suma_Ponderada_Media_del_Tramo,"49,57",5,2009-01-01 00:00:00,LA MADERA,Cr 64AA x Cl 118,Medellin
6351103-1-ITTV5144-1,ITTV5144-1,6351103,493365,EPM_Suma_Ponderada_Media_del_Tramo,50,5,2009-01-01 00:00:00,LA MADERA,Cr 64AA x Cl 118,Medellin
6352524-1-ITTV5144-1,ITTV5144-1,6352524,493549,EPM_Suma_Ponderada_Media_del_Tramo,"31,4",4,2009-01-01 00:00:00,LA MADERA,Cr 64AA x Cl 114A,Medellin
6352531-1-ITTV5144-1,ITTV5144-1,6352531,493543,EPM_Suma_Ponderada_Media_del_Tramo,"24,72",4,2009-01-01 00:00:00,LA MADERA,Cr 64AA x Cl 114A,Medellin
6352579-1-ITTV5144-1,ITTV5144-1,6352579,493971,EPM_Suma_Ponderada_Media_del_Tramo,"20,69",4,2009-01-01 00:00:00,LA MADERA,Cr 64AA x Cl 114,Medellin
6352583-1-ITTV5144-1,ITTV5144-1,6352583,493544,EPM_Suma_Ponderada_Media_del_Tramo,"272,96",5,2009-01-01 00:00:00,LA MADERA,Cr 64AA x Cl 114A,Medellin
6352589-1-ITTV5144-1,ITTV5144-1,6352589,493989,EPM_Suma_Ponderada_Media_del_Tramo,"15,42",4,2009-01-01 00:00:00,LA MADERA,Cr 64AA x Cl 114C,Medellin
6352590-1-ITTV5144-1,ITTV5144-1,6352590,493990,EPM_Suma_Ponderada_Media_del_Tramo,"155,13",5,2009-01-01 00:00:00,LA MADERA,Cr 64AA x Cl 114A,Medellin
9313088-1-ITTV3554,ITTV3554,9313088,9313088,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2009-01-01 00:00:00,LA DOCTORA,Cl65sur  x  Cr40,Sabaneta
9313447-1-ITTV3554,ITTV3554,9313447,9313447,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2009-01-01 00:00:00,LA DOCTORA,Cl65sur  x  Cr40,Sabaneta
9313448-1-ITTV3554,ITTV3554,9313448,9313448,EPM_Suma_Ponderada_Media_del_Tramo,"23,95",4,2009-01-01 00:00:00,LA DOCTORA,Cl65sur  x  Cr40,Sabaneta
9313450-1-ITTV3554,ITTV3554,9313450,9313450,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2009-01-01 00:00:00,LA DOCTORA,Cl65sur  x  Cr40,Sabaneta
9313453-1-ITTV3554,ITTV3554,9313453,9313453,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2009-01-01 00:00:00,LA DOCTORA,Cl65sur  x  Cr40,Sabaneta
9313510-1-ITTV3554,ITTV3554,9313510,9313510,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2009-01-01 00:00:00,LA DOCTORA,Cl65sur  x  Cr40,Sabaneta
9313514-1-ITTV3554,ITTV3554,9313514,9313514,EPM_Suma_Ponderada_Media_del_Tramo,"27,84",4,2009-01-01 00:00:00,LA DOCTORA,Cl65sur  x  Cr40,Sabaneta
6310657-1-ITTV5164-21,ITTV5164-21,6310657,447737,EPM_Suma_Ponderada_Media_del_Tramo,"475,76",5,2009-01-16 00:00:00,LA MALPASO,Cr 75 x Cl 81,Medellin
6310680-1-ITTV5164-21,ITTV5164-21,6310680,446924,EPM_Suma_Ponderada_Media_del_Tramo,"452,36",5,2009-01-16 00:00:00,LA MALPASO,Cr75 x Cl 80C,Medellin
6311041-1-ITTV5164-21,ITTV5164-21,6311041,429917,EPM_Suma_Ponderada_Media_del_Tramo,"72,36",5,2009-01-16 00:00:00,LA MALPASO,Cl74 x No 70-79,Medellin
6311129-1-ITTV5164-21,ITTV5164-21,6311129,446863,EPM_Suma_Ponderada_Media_del_Tramo,"72,16",5,2009-01-16 00:00:00,LA MALPASO,Cr 91B  x  Cl 77E,Medellìn
6312226-1-ITTV5164-21,ITTV5164-21,6312226,451745,EPM_Suma_Ponderada_Media_del_Tramo,"1,19",2,2009-01-16 00:00:00,LA MALPASO,Cl80 x Cr75,Medellin
6314371-1-ITTV5164-21,ITTV5164-21,6314371,446841,EPM_Suma_Ponderada_Media_del_Tramo,"32,25",4,2009-01-16 00:00:00,LA MALPASO,Cl 80  X Cr 70,Medellìn
6314532-1-ITTV5164-21,ITTV5164-21,6314532,447054,EPM_Suma_Ponderada_Media_del_Tramo,"10,61",3,2009-01-16 00:00:00,LA MALPASO,Cl 80  X Cr 70,Medellìn
6317526-1-ITTV5164-21,ITTV5164-21,6317526,450662,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2009-01-16 00:00:00,LA MALPASO,Cl 77D x Cr 88,Medellin
6317534-1-ITTV5164-21,ITTV5164-21,6317534,452098,EPM_Suma_Ponderada_Media_del_Tramo,"39,06",4,2009-01-16 00:00:00,LA MALPASO,Cl 77D x Cr 88,Medellin
6317614-1-ITTV5164-21,ITTV5164-21,6317614,452244,EPM_Suma_Ponderada_Media_del_Tramo,"47,63",5,2009-01-16 00:00:00,LA MALPASO,Cl 77CC x Cr 87A,Medellin
6317618-1-ITTV5164-21,ITTV5164-21,6317618,452099,EPM_Suma_Ponderada_Media_del_Tramo,"17,4",4,2009-01-16 00:00:00,LA MALPASO,Cr 87A x Cl 77CC,Medellin
6318876-1-ITTV5164-21,ITTV5164-21,6318876,451740,EPM_Suma_Ponderada_Media_del_Tramo,"67,43",5,2009-01-16 00:00:00,LA MALPASO,Cr 83 x Cl 77A y 77B,Medellin
6318880-1-ITTV5164-21,ITTV5164-21,6318880,451456,EPM_Suma_Ponderada_Media_del_Tramo,"122,1",5,2009-01-16 00:00:00,LA MALPASO,Cr 83 x Cl 77A y 77B,Medellin
6318887-1-ITTV5164-21,ITTV5164-21,6318887,451464,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2009-01-16 00:00:00,LA MALPASO,Cr 83 x Cl 77A y 77B,Medellin
6319015-1-ITTV5164-21,ITTV5164-21,6319015,475372,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2009-01-16 00:00:00,LA MALPASO,Cl76D x Cr95A,Medellin
6319021-1-ITTV5164-21,ITTV5164-21,6319021,475281,EPM_Suma_Ponderada_Media_del_Tramo,"2,67",2,2009-01-16 00:00:00,LA MALPASO,Cl76D x Cr95A,Medellin
6319042-1-ITTV5164-21,ITTV5164-21,6319042,475341,EPM_Suma_Ponderada_Media_del_Tramo,"208,48",5,2009-01-16 00:00:00,LA MALPASO,Cl76D x Cr95A,Medellin
6319045-1-ITTV5164-21,ITTV5164-21,6319045,475340,EPM_Suma_Ponderada_Media_del_Tramo,"51,65",5,2009-01-16 00:00:00,LA MALPASO,Cl76D x Cr95A,Medellin
6319051-1-ITTV5164-21,ITTV5164-21,6319051,475339,EPM_Suma_Ponderada_Media_del_Tramo,"83,48",5,2009-01-16 00:00:00,LA MALPASO,Cl76D x Cr95A,Medellin
6319379-1-ITTV5164-21,ITTV5164-21,6319379,474353,EPM_Suma_Ponderada_Media_del_Tramo,"46,23",5,2009-01-16 00:00:00,LA MALPASO,Cr 94 x Cl 77F y 77DD,Medellin
6319752-1-ITTV5164-21,ITTV5164-21,6319752,475354,EPM_Suma_Ponderada_Media_del_Tramo,"28,18",4,2009-01-16 00:00:00,LA MALPASO,Cr 94 x Cl 77F y 77DD,Medellin
6320193-1-ITTV5164-21,ITTV5164-21,6320193,431757,EPM_Suma_Ponderada_Media_del_Tramo,"1,78",2,2009-01-16 00:00:00,LA MALPASO,Cl 73 x Cr 72AB,Medellin
6320207-1-ITTV5164-21,ITTV5164-21,6320207,431758,EPM_Suma_Ponderada_Media_del_Tramo,"2,35",2,2009-01-16 00:00:00,LA MALPASO,Cl73 x Cr72 AB,Medellin
6320234-1-ITTV5164-21,ITTV5164-21,6320234,431759,EPM_Suma_Ponderada_Media_del_Tramo,"89,91",5,2009-01-16 00:00:00,LA MALPASO,CL 73 x Cr 72AB,Medellin
6323189-1-ITTV5164-21,ITTV5164-21,6323189,451661,EPM_Suma_Ponderada_Media_del_Tramo,"166,11",5,2009-01-16 00:00:00,LA MALPASO,Cl 78A  X Cr 85A,Medellìn
6323535-1-ITTV5164-21,ITTV5164-21,6323535,447511,EPM_Suma_Ponderada_Media_del_Tramo,"151,44",5,2009-01-16 00:00:00,LA MALPASO,Cl 78 x Cr 64C,Medellin
6326142-1-ITTV5164-21,ITTV5164-21,6326142,452110,EPM_Suma_Ponderada_Media_del_Tramo,"37,22",4,2009-01-16 00:00:00,LA MALPASO,Cr 84  x  Cl 77DD,Medellìn
6326150-1-ITTV5164-21,ITTV5164-21,6326150,451726,EPM_Suma_Ponderada_Media_del_Tramo,"119,48",5,2009-01-16 00:00:00,LA MALPASO,Cr 84  x  Cl 77DD,Medellìn
6326175-1-ITTV5164-21,ITTV5164-21,6326175,451415,EPM_Suma_Ponderada_Media_del_Tramo,"31,81",4,2009-01-16 00:00:00,LA MALPASO,Cr 84  x  Cl E,Medellìn
6326180-1-ITTV5164-21,ITTV5164-21,6326180,451422,EPM_Suma_Ponderada_Media_del_Tramo,"18,96",4,2009-01-16 00:00:00,LA MALPASO,Cr 82A x Cl 77CC,Medellin
6326184-1-ITTV5164-21,ITTV5164-21,6326184,451220,EPM_Suma_Ponderada_Media_del_Tramo,59,5,2009-01-16 00:00:00,LA MALPASO,Cr82A  X  Cl77CC,Medellìn
6326440-1-ITTV5164-21,ITTV5164-21,6326440,451659,EPM_Suma_Ponderada_Media_del_Tramo,"94,35",5,2009-01-16 00:00:00,LA MALPASO,Cr 84  x  Cl E,Medellìn
6326467-1-ITTV5164-21,ITTV5164-21,6326467,451552,EPM_Suma_Ponderada_Media_del_Tramo,"108,1",5,2009-01-16 00:00:00,LA MALPASO,Cr 84  x  Cl E,Medellìn
6326479-1-ITTV5164-21,ITTV5164-21,6326479,451416,EPM_Suma_Ponderada_Media_del_Tramo,"78,32",5,2009-01-16 00:00:00,LA MALPASO,Cr 84  x  Cl E,Medellìn
6326524-1-ITTV5164-21,ITTV5164-21,6326524,451510,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2009-01-16 00:00:00,LA MALPASO,Cr82A  X  Cl77CC,Medellìn
6326578-1-ITTV5164-21,ITTV5164-21,6326578,446980,EPM_Suma_Ponderada_Media_del_Tramo,580,5,2009-01-16 00:00:00,LA MALPASO,Cl 80  X Cr 70,Medellìn
6327343-1-ITTV5164-21,ITTV5164-21,6327343,446965,EPM_Suma_Ponderada_Media_del_Tramo,"21,48",4,2009-01-16 00:00:00,LA MALPASO,Cl 80  X Cr 70,Medellìn
6327368-1-ITTV5164-21,ITTV5164-21,6327368,474303,EPM_Suma_Ponderada_Media_del_Tramo,"18,57",4,2009-01-16 00:00:00,LA MALPASO,Cr 83 x Cl 77A y 77B,Medellin
6327377-1-ITTV5164-21,ITTV5164-21,6327377,474302,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2009-01-16 00:00:00,LA MALPASO,Cr 83 x Cl 77A y 77B,Medellin
6327677-1-ITTV5164-21,ITTV5164-21,6327677,446940,EPM_Suma_Ponderada_Media_del_Tramo,"794,52",5,2009-01-16 00:00:00,LA MALPASO,Cl 78A  X Cr 85A,Medellìn
6327718-1-ITTV5164-21,ITTV5164-21,6327718,447020,EPM_Suma_Ponderada_Media_del_Tramo,"80,93",5,2009-01-16 00:00:00,LA MALPASO,Cl 80  X Cr 70,Medellìn
6327921-1-ITTV5164-21,ITTV5164-21,6327921,474775,EPM_Suma_Ponderada_Media_del_Tramo,"219,76",5,2009-01-16 00:00:00,LA MALPASO,Cl 77DD  x  Cr88,Medellìn
6328065-1-ITTV5164-21,ITTV5164-21,6328065,473361,EPM_Suma_Ponderada_Media_del_Tramo,"311,41",5,2009-01-16 00:00:00,LA MALPASO,Cr 90 x Cl 78A,Medellin
6328088-1-ITTV5164-21,ITTV5164-21,6328088,473392,EPM_Suma_Ponderada_Media_del_Tramo,"101,4",5,2009-01-16 00:00:00,LA MALPASO,Cr 90 x Cl 78B,Medellin
6328138-1-ITTV5164-21,ITTV5164-21,6328138,473702,EPM_Suma_Ponderada_Media_del_Tramo,"44,29",5,2009-01-16 00:00:00,LA MALPASO,Cl 77DD  x  Cr88,Medellìn
6328447-1-ITTV5164-21,ITTV5164-21,6328447,473347,EPM_Suma_Ponderada_Media_del_Tramo,"130,45",5,2009-01-16 00:00:00,LA MALPASO,Cl 77DD  x  Cr88,Medellìn
6328587-1-ITTV5164-21,ITTV5164-21,6328587,474733,EPM_Suma_Ponderada_Media_del_Tramo,"14,66",4,2009-01-16 00:00:00,LA MALPASO,Cr 91B  x  Cl 77E,Medellìn
6328596-1-ITTV5164-21,ITTV5164-21,6328596,474734,EPM_Suma_Ponderada_Media_del_Tramo,"54,45",5,2009-01-16 00:00:00,LA MALPASO,Cr 91B  x  Cl 77E,Medellìn
6328858-1-ITTV5164-21,ITTV5164-21,6328858,474862,EPM_Suma_Ponderada_Media_del_Tramo,"60,69",5,2009-01-16 00:00:00,LA MALPASO,Cr 91A  x  Cl 78A,Medellìn
6328869-1-ITTV5164-21,ITTV5164-21,6328869,474861,EPM_Suma_Ponderada_Media_del_Tramo,"68,65",5,2009-01-16 00:00:00,LA MALPASO,Cr 91A  x  Cl 78A,Medellìn
6328969-1-ITTV5164-21,ITTV5164-21,6328969,473676,EPM_Suma_Ponderada_Media_del_Tramo,"57,2",5,2009-01-16 00:00:00,LA MALPASO,Cr 91  x  Cl 78A,Medellìn
6328973-1-ITTV5164-21,ITTV5164-21,6328973,473675,EPM_Suma_Ponderada_Media_del_Tramo,"208,9",5,2009-01-16 00:00:00,LA MALPASO,Cr 91  x  Cl 78A,Medellìn
6328995-1-ITTV5164-21,ITTV5164-21,6328995,474864,EPM_Suma_Ponderada_Media_del_Tramo,"63,43",5,2009-01-16 00:00:00,LA MALPASO,Cr 91A  x  Cl 78A,Medellìn
6329123-1-ITTV5164-21,ITTV5164-21,6329123,473317,EPM_Suma_Ponderada_Media_del_Tramo,"133,32",5,2009-01-16 00:00:00,LA MALPASO,Cr 94 x Cl 77F y 77DD,Medellin
6329128-1-ITTV5164-21,ITTV5164-21,6329128,473318,EPM_Suma_Ponderada_Media_del_Tramo,"5,87",3,2009-01-16 00:00:00,LA MALPASO,Cr 94 x Cl 77F y 77DD,Medellin
6329137-1-ITTV5164-21,ITTV5164-21,6329137,473319,EPM_Suma_Ponderada_Media_del_Tramo,"94,67",5,2009-01-16 00:00:00,LA MALPASO,Cr 94 x Cl 77F y 77DD,Medellin
6329143-1-ITTV5164-21,ITTV5164-21,6329143,474849,EPM_Suma_Ponderada_Media_del_Tramo,"43,31",5,2009-01-16 00:00:00,LA MALPASO,Cr 94 x Cl 77F y 77DD,Medellin
6329328-1-ITTV5164-21,ITTV5164-21,6329328,451759,EPM_Suma_Ponderada_Media_del_Tramo,"52,88",5,2009-01-16 00:00:00,LA MALPASO,Cl 78B x Cr 72A,Medellin
8500577-1-ITTV5164-21,ITTV5164-21,8500577,473673,EPM_Suma_Ponderada_Media_del_Tramo,"66,59",5,2009-01-16 00:00:00,LA MALPASO,Cr 91  x  Cl 78A,Medellìn
8616184-1-ITTV5164-21,ITTV5164-21,8616184,475376,EPM_Suma_Ponderada_Media_del_Tramo,"132,36",5,2009-01-16 00:00:00,LA MALPASO,Cl76D x Cr95A,Medellin
6141184-1-EPMTV1001,EPMTV1001,6141184,307450,EPM_Suma_Ponderada_Media_del_Tramo,"4,94",3,2010-12-13 00:00:00,LA GUAYABALA,CR 70 A  X CLs 13 y 14,Medellín
1-1-ITTV2908-C,ITTV2908-C,1,-1,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-07 00:00:00,Tubería sin nombre homologado,Cr35 Entre No9Sur-160 y Cl9Sur,Medellin
10-1-ITTV2908-C,ITTV2908-C,10,-1,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-07 00:00:00,Tubería sin nombre homologado,Interceptor la virgen CR 27,Anori
6102131-1-ITTV3234,ITTV3234,6102131,266205,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-10 00:00:00,Tubería sin nombre homologado,CLL11 entre CR4 y 5C,Medellín
6102134-1-ITTV3234,ITTV3234,6102134,266207,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 entre Cr4 y 5c,Medellín
6102137-1-ITTV3234,ITTV3234,6102137,266208,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 entre Cr4 y 5C,Medellín
6102179-1-ITTV3234,ITTV3234,6102179,266455,EPM_Suma_Ponderada_Media_del_Tramo,"11,85",3,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 entre CR4 y 5C,Medellín
6102194-1-ITTV3234,ITTV3234,6102194,266456,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 entre CR4 y 5C,Medellín
6102301-1-ITTV3234,ITTV3234,6102301,266169,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11A entre CR4 y 5C,Medellín
6102970-1-ITTV3234,ITTV3234,6102970,266173,EPM_Suma_Ponderada_Media_del_Tramo,"7,36",3,2011-01-10 00:00:00,Tubería sin nombre homologado,CR7 x CL11 a CL11A,Medellín
6102978-1-ITTV3234,ITTV3234,6102978,266145,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11A entre CR4 y 5C,Medellín
6102982-1-ITTV3234,ITTV3234,6102982,266148,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11A entre CR4y5C,Medellín
6105793-1-ITTV3234,ITTV3234,6105793,278379,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 entre CR4 y 5C,Medellín
6105799-1-ITTV3234,ITTV3234,6105799,278380,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11A entre CR4 y 5C,Medellín
6105810-1-ITTV3234,ITTV3234,6105810,278287,EPM_Suma_Ponderada_Media_del_Tramo,"6,57",3,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11A entre CR4 y 5C,Medellín
6105831-1-ITTV3234,ITTV3234,6105831,278382,EPM_Suma_Ponderada_Media_del_Tramo,"48,25",5,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 entre CR4 y 5C,Medellín
6105850-1-ITTV3234,ITTV3234,6105850,278386,EPM_Suma_Ponderada_Media_del_Tramo,"1,6",2,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11A entre CR4 y 5C,Medellín
6120042-1-ITTV3234,ITTV3234,6120042,278381,EPM_Suma_Ponderada_Media_del_Tramo,"2,76",2,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 entre CR4 y 5C,Medellín
6120048-1-ITTV3234,ITTV3234,6120048,278288,EPM_Suma_Ponderada_Media_del_Tramo,"146,05",5,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11A entre CR4 y 5C,Medellín
6120113-1-ITTV3234,ITTV3234,6120113,278393,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 entre Cr4 y 5C,Medellín
6120120-1-ITTV3234,ITTV3234,6120120,278373,EPM_Suma_Ponderada_Media_del_Tramo,28,4,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 Entre CR4 y 5C,Medellín
6120123-1-ITTV3234,ITTV3234,6120123,278374,EPM_Suma_Ponderada_Media_del_Tramo,"0,87",1,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 entre CR4 y 5C,Medellín
6120128-1-ITTV3234,ITTV3234,6120128,278375,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 entre CR4 y 5C,Medellín
6120131-1-ITTV3234,ITTV3234,6120131,278376,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 entre CR4 y 5C,Medellín
6120162-1-ITTV3234,ITTV3234,6120162,278377,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 entre CR4 y 5C,Medellín
6120167-1-ITTV3234,ITTV3234,6120167,278378,EPM_Suma_Ponderada_Media_del_Tramo,"52,91",5,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 entre CR4 y 5C,Medellín
6125621-1-ITTV3234,ITTV3234,6125621,278383,EPM_Suma_Ponderada_Media_del_Tramo,"236,03",5,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11 entre Cr4 y 5C,Medellín
8655771-1-ITTV3234,ITTV3234,8655771,278385,EPM_Suma_Ponderada_Media_del_Tramo,"24,45",4,2011-01-10 00:00:00,Tubería sin nombre homologado,CL11A entre CR4 y 5C,Medellín
6094969-1-ITTV3276-I,ITTV3276-I,6094969,287443,EPM_Suma_Ponderada_Media_del_Tramo,"45,06",5,2011-01-12 00:00:00,LA GUAYABALA,Cl8 Sur x Cr50FF,Medellín
6094969-1-ITTV3276-J,ITTV3276-J,6094969,287443,EPM_Suma_Ponderada_Media_del_Tramo,"9,57",3,2011-01-12 00:00:00,LA GUAYABALA,Cl8 Sur x Cr50FF,Medellín
6069288-1-EPMTV1002,EPMTV1002,6069288,243083,EPM_Suma_Ponderada_Media_del_Tramo,"0,38",1,2011-02-01 00:00:00,LA MINA,CL 40 B X CRs 46 A y 48,Envigado
9158951-1-ITTV-2918,ITTV-2918,9158951,9158951,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-02 00:00:00,LA HUESO,Cl 47E x No100A-56,Medellin
9158952-1-ITTV-2918,ITTV-2918,9158952,9158952,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-02 00:00:00,LA HUESO,Cl 47E x No100A-56,Medellin
9158954-1-ITTV-2918,ITTV-2918,9158954,9158954,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-02 00:00:00,LA HUESO,Cl 47E x No100A-56,Medellin
9158965-1-ITTV-2918,ITTV-2918,9158965,9158965,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-02 00:00:00,LA HUESO,Cl 47E x No100A-56,Medellin
9158966-1-ITTV-2918,ITTV-2918,9158966,9158966,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-02 00:00:00,LA HUESO,Cl 47E x No100A-56,Medellin
9158967-1-ITTV-2918,ITTV-2918,9158967,9158967,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-02 00:00:00,LA HUESO,Cl 47E x No100A-56,Medellin
9158985-1-ITTV-2918,ITTV-2918,9158985,9158985,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-02 00:00:00,LA HUESO,Cl 47E x No100A-56,Medellin
9158986-1-ITTV-2918,ITTV-2918,9158986,9158986,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-02 00:00:00,LA HUESO,Cl 47E x No100A-56,Medellin
9158987-1-ITTV-2918,ITTV-2918,9158987,9158987,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-02 00:00:00,LA HUESO,Cl 47E x No100A-56,Medellin
6058326-1-EPMTV1003,EPMTV1003,6058326,234312,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-09 00:00:00,LA MUNOZ,CL 75 AA SUR x CR 54,La Estrella
6058329-1-EPMTV1003,EPMTV1003,6058329,234311,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-09 00:00:00,LA MUNOZ,CL 75 AA SUR X CR 54,La Estrella
6058331-1-EPMTV1003,EPMTV1003,6058331,234310,EPM_Suma_Ponderada_Media_del_Tramo,"1,24",2,2011-02-09 00:00:00,LA MUNOZ, Cl 75 AA SUR X CR 54,La Estrella
6058335-1-EPMTV1003,EPMTV1003,6058335,234309,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-09 00:00:00,LA MUNOZ,CR 54 X CL 75 AA SUR,La Estrella
6058339-1-EPMTV1003,EPMTV1003,6058339,234302,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-09 00:00:00,LA MUNOZ, CL 75 AA SUR x CR 64,La Estrella
6058342-1-EPMTV1003,EPMTV1003,6058342,234617,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-09 00:00:00,LA MUNOZ,CL 75 AA SUR x CR 64,La Estrella
6058411-1-EPMTV1003,EPMTV1003,6058411,233990,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-09 00:00:00,LA MUNOZ,CR 54 X N° 75 AA SUR - 31 y CL 75 AA SUR,La Estrella
6058416-1-EPMTV1003,EPMTV1003,6058416,233989,EPM_Suma_Ponderada_Media_del_Tramo,"2,91",2,2011-02-09 00:00:00,LA MUNOZ,CL 75AA SUR x N° 54 -20 y CR 54,La Estrella
6058420-1-EPMTV1003,EPMTV1003,6058420,234313,EPM_Suma_Ponderada_Media_del_Tramo,"1,17",2,2011-02-09 00:00:00,Tubería sin nombre homologado,CL 75 AA SUR X CR 54,La Estrella
6058425-1-EPMTV1003,EPMTV1003,6058425,234307,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-09 00:00:00,LA MUNOZ, CR 54 X CL 75 AA SUR,La Estrella
6058437-1-EPMTV1003,EPMTV1003,6058437,234305,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-09 00:00:00,Tubería sin nombre homologado,CR 54 X CL 75 AA SUR,La Estrella
6058442-1-EPMTV1003,EPMTV1003,6058442,234304,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-09 00:00:00,LA MUNOZ, CR 54 X CL 75 AA Sur,La Estrella
6058448-1-EPMTV1003,EPMTV1003,6058448,234303,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-09 00:00:00,LA MUNOZ,CL 75 AA SUR x CR 64,La Estrella
6058469-1-EPMTV1003,EPMTV1003,6058469,234306,EPM_Suma_Ponderada_Media_del_Tramo,"0,07",1,2011-02-09 00:00:00,Tubería sin nombre homologado, CL 75 AA SUR x CR 64,La Estrella
6058680-1-EPMTV1003,EPMTV1003,6058680,234811,EPM_Suma_Ponderada_Media_del_Tramo,"4,05",3,2011-02-09 00:00:00,LA MUNOZ,CR 64 X CL 75AA SUR,La Estrella
6061221-1-EPMTV1003,EPMTV1003,6061221,234314,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2011-02-09 00:00:00,LA MUNOZ,CL 75 AA SUR X CR 64,La Estrella
6077813-1-EPMTV1003,EPMTV1003,6077813,231963,EPM_Suma_Ponderada_Media_del_Tramo,"214,28",5,2011-02-09 00:00:00,LA MUNOZ,CL 34 X CR 50 A,Itagui
6079677-1-EPMTV1003,EPMTV1003,6079677,234203,EPM_Suma_Ponderada_Media_del_Tramo,"0,67",1,2011-02-09 00:00:00,LA MUNOZ,CL 31 X CRs 56 A y 54 A,Itagui
